ExperimentName,Subject,Handedness,Session,Age,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,FirstLanguage,Group,Occupation,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,Sex,StudioVersion,Block,BlockList,BlockList.Cycle,BlockList.Sample,Procedure[Block],Running[Block],Trial,CrossLangDiff,Expression,Form_Form_Chinese,Form_Form_English,Form_Form_Spanish,HumanORComputer,MetaphorID,Novelty_Chinese,Novelty_European,PostBlockList,PostBlockList.Cycle,PostBlockList.Sample,PracList,PracList.Cycle,PracList.Sample,Procedure[Trial],Q1.OnsetTime,Q1.RESP,Q1.RT,Q1.RTTime,Q2.RESP,Q2.RT,Q2.RTTime,Q3.RESP,Q3.RT,Q3.RTTime,Q4.RESP,Q4.RT,Q4.RTTime,Running[Trial],Stimuli,TextInput.RESP,TrialList,TrialList.Cycle,TrialList.Sample
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,7,0,,2,1,2,c,20,3,3,,,,,,,TrialProc,441356,Yes,2981,444337,2,973,445321,4,985,446320,human,3206,449544,TrialList,War is an exciting love.,,20,1,7
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,8,0,,2,3,1,c,29,3,3,,,,,,,TrialProc,453676,No,2396,456072,,0,0,1,957,457040,computer,1691,458744,TrialList,Business is relaxing music.,,29,1,8
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,9,0,,1,3,2,c,3,3,3,,,,,,,TrialProc,462753,No,3830,466583,,0,0,1,762,467359,computer,544,467927,TrialList,Business is pure water.,,3,1,9
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,10,0,,2,3,1,c,14,2,2,,,,,,,TrialProc,471930,Yes,1973,473903,2,3655,477574,4,1417,479014,human,2356,481390,TrialList,Language is gentle love.,,14,1,10
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,11,0,,1,2,2,h,51,1,1,,,,,,,TrialProc,490267,Yes,17841,508108,1,1267,509404,3,1020,510444,computer,1344,511804,TrialList,Wisdom is a distant foreigner.,,51,1,11
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,12,0,,2,1,1,c,12,1,1,,,,,,,TrialProc,519554,Yes,7593,527147,3,1476,528635,5,1340,529987,human,2682,532683,TrialList,Life is an enjoyable comedy.,,12,1,12
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,13,0,,2,3,1,c,39,3,3,,,,,,,TrialProc,536537,Yes,4369,540906,2,909,541842,4,1021,542890,computer,576,543482,TrialList,Government is a charming painting.,,39,1,13
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,14,0,,2,1,2,c,26,3,3,,,,,,,TrialProc,547269,Yes,12532,559801,3,1979,561801,5,3437,565265,human,7616,572904,TrialList,Business is a tasty wine. ,,26,1,14
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,15,0,,1,1,2,c,33,2,2,,,,,,,TrialProc,578227,Yes,4261,582488,2,1182,583688,3,4322,588031,computer,1255,589311,TrialList,Programming is a cherished art. ,,33,1,15
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,16,0,,1,2,3,c,31,2,2,,,,,,,TrialProc,593421,Yes,2434,595855,3,1784,597663,4,955,598639,computer,1202,599855,TrialList,Song is a comforting fire.,,31,1,16
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,17,0,,1,1,2,c,44,3,3,,,,,,,TrialProc,603902,No,2896,606798,,0,0,1,1187,607998,computer,928,608942,TrialList,Resistance is a warming light.,,44,1,17
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,18,1,,2,2,2,c,34,2,1,,,,,,,TrialProc,612845,Yes,3496,616341,3,1145,617501,5,463,617989,human,1858,619869,TrialList,Destiny is a lovely heaven. ,,34,1,18
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,19,0,,2,2,2,h,60,1,1,,,,,,,TrialProc,623727,Yes,4854,628581,3,1301,629909,3,1995,631924,computer,2117,634052,TrialList,Education is a glowing lantern.,,60,1,19
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,20,1,,1,2,1,h,53,3,2,,,,,,,TrialProc,638003,Yes,4057,642060,1,2274,644356,3,848,645220,computer,1051,646292,TrialList,Evolution is an ongoing lottery.,,53,1,20
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,21,0,,2,1,1,c,8,3,3,,,,,,,TrialProc,650222,No,3397,653619,,0,0,2,2411,656043,computer,1331,657387,TrialList,War is tender love.,,8,1,21
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,22,0,,1,1,2,c,21,2,2,,,,,,,TrialProc,661505,Yes,1721,663226,3,1246,664490,4,1088,665602,computer,1232,666850,TrialList,Teaching is a warming light.,,21,1,22
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,23,1,,2,3,2,c,2,3,2,,,,,,,TrialProc,670733,Yes,4125,674858,2,1636,676514,2,1300,677833,computer,915,678769,TrialList,Religion is relaxing music.,,2,1,23
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,24,0,,1,1,2,c,10,2,2,,,,,,,TrialProc,682701,Yes,2964,685665,3,1140,686817,5,443,687273,human,1031,688329,TrialList,Security is a warming light.,,10,1,24
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,25,1,,2,1,2,c,49,3,1,,,,,,,TrialProc,692280,Yes,7704,699984,1,918,700920,1,798,701736,computer,971,702728,TrialList,Blood is an appealing wine. ,,49,1,25
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,26,0,,2,2,2,c,6,1,1,,,,,,,TrialProc,706722,Yes,9221,715943,1,1329,717295,2,375,717695,computer,870,718591,TrialList,Art is gentle love.,,6,1,26
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,27,0,,2,2,2,h,58,2,2,,,,,,,TrialProc,722469,Yes,4513,726982,3,1103,728102,5,487,728606,human,1866,730486,TrialList,History is a cracked mirror.,,58,1,27
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,28,1,,1,1,2,c,48,1,3,,,,,,,TrialProc,734487,Yes,2791,737278,2,1630,738926,3,559,739509,computer,869,740405,TrialList,Government is a warming light.,,48,1,28
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,29,1,,1,1,2,c,17,3,2,,,,,,,TrialProc,744066,No,3539,747605,,0,0,1,827,748453,computer,494,748973,TrialList,Design is a warming light.,,17,1,29
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,30,0,,2,1,1,c,7,1,1,,,,,,,TrialProc,752992,Yes,10604,763596,2,957,764580,3,1003,765596,computer,760,766372,TrialList,Language is a celebrated art.,,7,1,30
Tweet_Rating_English_Right,114,1,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312978</Frequency><Timestamp dt:dt=""r8"">9318159425</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-06-03T08:43:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_English_Right-49-1,59.823,1.0.0.328,English,1,Postgraduate student,728894833,Professional,2.0.10.353,2.0.10.353,06/03/2015,03/06/2015 08:43,09:43:23,female,2.0.10.248,4,4,1,4,BlockProc,BlockList,31,0,,1,2,2,c,11,1,1,,,,,,,TrialProc,769942,Yes,3533,773475,3,1013,774499,4,345,774867,computer,897,775787,TrialList,Love is a comforting fire.,,11,1,31
